Latitude,Longitude,Wind,Pressure,Storm_Type
30.2,-80.9,85,970,hurricane
31.5,-81.2,80,970,hurricane
32.5,-81.1,65,972,hurricane
33.5,-80.9,55,976,tropical storm
34.9,-80.6,45,980,tropical storm
36.2,-80.1,40,984,tropical storm
37.6,-79.5,40,987,tropical storm
39.2,-78.5,40,989,tropical storm
41.5,-76.3,40,991,tropical storm
43.3,-73.7,40,992,extratropical
45,-70,45,991,extratropical
46.5,-66,50,988,extratropical
47.5,-61.5,50,987,extratropical
50,-57,55,986,extratropical
52.5,-52.5,60,985,extratropical
11,-25.5,25,1009,tropical depression
11.1,-28,30,1009,tropical depression
11.2,-30.5,30,1008,tropical depression
11.3,-32.5,30,1007,tropical depression
11.4,-34.2,30,1006,tropical depression
11.5,-36,35,1005,tropical storm
11.6,-37.8,40,1003,tropical storm
11.7,-39.7,45,1000,tropical storm
11.8,-41.6,50,997,tropical storm
11.9,-43.5,55,994,tropical storm
12,-45.1,55,991,tropical storm
12.5,-47,60,988,tropical storm
12.9,-48.7,65,987,hurricane
13.3,-50.4,65,988,hurricane
13.8,-52.3,65,990,hurricane
14.3,-54.1,60,992,tropical storm
14.9,-55.5,60,994,tropical storm
15.5,-57.2,60,996,tropical storm
16.3,-58.8,55,999,tropical storm
16.7,-59.8,55,1002,tropical storm
17.1,-60.8,55,1000,tropical storm
17.5,-61.8,50,999,tropical storm
17.8,-62.8,50,1000,tropical storm
18,-63.8,50,1002,tropical storm
18.1,-64.8,45,1003,tropical storm
18.1,-65.8,45,1004,tropical storm
18.1,-66.8,45,1005,tropical storm
18,-67.8,45,1006,tropical storm
17.5,-68.7,45,1007,tropical storm
17.4,-69.2,40,1008,tropical storm
17.8,-69.6,40,1007,tropical storm
18.5,-69.9,40,1005,tropical storm
19.4,-70.7,35,1005,tropical storm
19.9,-71.8,35,1006,tropical storm
20,-73,30,1006,tropical depression
20.1,-74.5,30,1006,tropical depression
20.3,-75.8,25,1006,tropical depression
20.6,-77,25,1005,tropical depression
20.9,-78,25,1004,tropical depression
21.1,-78.7,30,1003,tropical depression
21.3,-79.3,30,1003,tropical depression
21.5,-79.8,30,1002,tropical depression
21.6,-80.5,30,1002,tropical depression
21.7,-81,35,1001,tropical storm
21.8,-81.5,40,1000,tropical storm
21.9,-82,45,999,tropical storm
22,-82.5,50,997,tropical storm
22.4,-83,55,995,tropical storm
22.7,-83.3,60,992,tropical storm
22.8,-83.6,65,990,hurricane
23,-83.8,70,987,hurricane
23.3,-84,75,985,hurricane
23.8,-84.4,80,983,hurricane
24.4,-84.8,85,980,hurricane
25,-85.2,95,968,hurricane
25.7,-85.8,100,960,hurricane
26.5,-86.4,110,952,hurricane
27.4,-87,115,943,hurricane
28.4,-87.7,115,950,hurricane
29.7,-88,115,946,hurricane
30.8,-88.5,95,955,hurricane
32.2,-88.7,65,975,hurricane
34,-88,45,985,tropical storm
35.2,-87,40,990,tropical storm
37,-84.5,35,996,tropical storm
39.5,-81,35,997,tropical storm
42.5,-76,30,998,extratropical
48,-68,30,988,extratropical
25.5,-89.1,25,1008,tropical depression
26,-89.9,25,1008,tropical depression
26.4,-90.7,30,1007,tropical depression
26.8,-91.8,35,1006,tropical storm
26.5,-93,35,1004,tropical storm
26.8,-93.8,35,1006,tropical storm
27,-94.2,35,1008,tropical storm
27.3,-94.7,35,1008,tropical storm
27.6,-95.1,35,1008,tropical storm
27.9,-95.5,35,1008,tropical storm
28.5,-95.8,35,1008,tropical storm
29,-95.8,30,1008,tropical depression
29.6,-95.8,25,1008,tropical depression
15.5,-21,25,1005,tropical depression
16.5,-22.5,25,1004,tropical depression
17.5,-24,25,1003,tropical depression
18.5,-25.5,25,1002,tropical depression
19,-27,30,1002,tropical depression
19.8,-28.8,30,1002,tropical depression
20.5,-30.3,30,1001,tropical depression
21.2,-32,30,1001,tropical depression
22,-33.8,35,1000,tropical storm
22.5,-35.5,45,998,tropical storm
23.2,-36.8,55,995,tropical storm
24.4,-37.2,65,992,hurricane
25.6,-38,65,990,hurricane
26.4,-38.7,70,988,hurricane
27,-39.2,75,985,hurricane
27.5,-40,75,985,hurricane
28,-40.3,75,985,hurricane
28.6,-41,75,985,hurricane
29.3,-41.7,75,985,hurricane
29.9,-42.5,75,985,hurricane
30.4,-43.2,75,985,hurricane
31,-44,70,987,hurricane
31.5,-45,70,989,hurricane
31.2,-45.8,65,991,hurricane
31,-46.8,65,993,hurricane
31.1,-47,60,994,tropical storm
31.3,-47.4,55,995,tropical storm
31.4,-47.9,55,995,tropical storm
31.6,-48.1,60,994,tropical storm
31.8,-48.4,65,992,hurricane
32.2,-48.6,70,988,hurricane
32.4,-48.6,75,985,hurricane
32.8,-48.3,80,980,hurricane
33.2,-47.8,85,975,hurricane
33.9,-47,85,975,hurricane
34.5,-46,85,976,hurricane
35,-45,85,977,hurricane
36,-43.8,80,978,hurricane
37,-41.5,80,979,hurricane
38.5,-39.5,75,980,hurricane
40.2,-37.8,75,985,hurricane
42,-35.8,70,988,hurricane
43.4,-34,65,992,hurricane
45,-32,60,994,extratropical
20.3,-86.8,25,1003,tropical depression
21.5,-86.9,25,1003,tropical depression
22.5,-87.4,30,1003,tropical depression
22.5,-88.5,30,1003,tropical depression
22.5,-89.7,30,1003,tropical depression
22.5,-91,30,1002,tropical depression
22.1,-92.2,35,1001,tropical storm
21.3,-93.1,45,999,tropical storm
20.2,-93.6,55,995,tropical storm
20.2,-94,65,990,hurricane
20.4,-94.3,75,983,hurricane
20.8,-94.6,70,984,hurricane
20.9,-95,65,992,hurricane
21,-95.4,60,997,tropical storm
21.2,-95.7,50,1000,tropical storm
21.6,-95.7,40,1000,tropical storm
21.5,-95.7,40,1000,tropical storm
21.3,-95.6,35,1001,tropical storm
21.1,-95.5,35,1003,tropical storm
21.1,-95.3,30,1005,tropical depression
21.1,-94.9,30,1005,tropical depression
21.1,-94.5,30,1005,tropical depression
21.2,-94.2,30,1006,tropical depression
21.2,-93.7,30,1006,tropical depression
21.4,-93.4,30,1006,tropical depression
21.7,-93.1,30,1007,tropical depression
22,-92.7,30,1008,tropical depression
22.3,-92.3,30,1009,tropical depression
22.6,-92.1,25,1010,tropical depression
23,-91.7,20,1011,tropical depression
23.3,-91.5,20,1011,tropical depression
23.8,-91,20,1011,tropical depression
24.3,-90.5,20,1011,tropical depression
24.8,-90.1,20,1011,tropical depression
25.3,-89.6,20,1011,tropical depression
25.4,-88.8,20,1011,tropical depression
25.6,-88,20,1011,tropical depression
26,-87.3,20,1011,tropical depression
26.4,-86.7,20,1011,extratropical
10.8,-34.3,30,1010,tropical depression
10.7,-36.4,30,1009,tropical depression
10.7,-38.6,30,1008,tropical depression
10.7,-40.7,30,1006,tropical depression
11,-42.8,35,1005,tropical storm
11.4,-44.8,45,1000,tropical storm
11.9,-46.9,55,995,tropical storm
12.3,-49.1,60,990,tropical storm
12.4,-51.4,65,985,hurricane
12.6,-53.6,70,980,hurricane
12.8,-55.6,80,975,hurricane
12.9,-57.5,95,965,hurricane
13.3,-59.1,110,950,hurricane
13.6,-61,115,948,hurricane
14,-63,125,945,hurricane
14.4,-64.9,130,930,hurricane
14.8,-66.7,140,911,hurricane
15.4,-68.6,145,916,hurricane
15.9,-70.5,155,932,hurricane
16.5,-72.3,150,940,hurricane
17.8,-73.8,140,945,hurricane
18.3,-75.9,115,955,hurricane
19.2,-78,115,955,hurricane
20,-80.1,125,955,hurricane
20.1,-81.9,135,945,hurricane
20.4,-83.6,145,935,hurricane
21,-84.8,155,910,hurricane
21.8,-86.4,165,899,hurricane
22.2,-87.9,155,920,hurricane
22.8,-89.2,130,945,hurricane
23.4,-90.5,115,960,hurricane
23.9,-91.8,130,940,hurricane
24.5,-93,145,912,hurricane
25,-94.2,155,909,hurricane
25.2,-95.4,140,916,hurricane
25.4,-96.1,125,925,hurricane
25.8,-96.8,110,935,hurricane
26.1,-97.2,100,945,hurricane
26.7,-98.1,85,960,hurricane
27.3,-99,70,970,hurricane
27.7,-99.8,60,990,tropical storm
28,-100.9,45,1000,tropical storm
28.5,-101.9,30,1005,tropical depression
28.9,-102.9,30,1008,tropical depression
12.7,-35.5,25,1010,tropical depression
13.5,-36.6,30,1008,tropical depression
14.7,-37.3,35,1005,tropical storm
15.7,-37.5,45,1000,tropical storm
16.7,-37.8,45,1000,tropical storm
17.7,-37.9,45,1000,tropical storm
18.8,-38.1,45,1000,tropical storm
20.4,-38.5,55,995,tropical storm
22,-38.7,75,985,hurricane
23.7,-38.9,85,975,hurricane
24.8,-39.1,85,975,hurricane
25.8,-39.4,85,975,hurricane
27,-39.7,75,985,hurricane
28,-40,65,990,hurricane
29,-40.3,65,990,hurricane
30,-40.5,65,990,hurricane
31.1,-40.5,65,990,hurricane
32.4,-40.5,65,990,hurricane
34,-40.5,65,990,hurricane
35.9,-40.5,65,990,hurricane
38.2,-40.2,65,990,hurricane
41.9,-39.8,65,990,hurricane
46.5,-38.4,65,995,hurricane
51,-36,45,1000,extratropical
36,-73,25,1010,subtropical depression
35,-72,25,1008,subtropical depression
34,-71,30,1006,subtropical depression
33.4,-69.5,30,1005,subtropical depression
34,-68,35,1003,subtropical storm
34.8,-66.8,40,1002,subtropical storm
35.8,-65.7,45,1000,subtropical storm
37,-64.8,50,998,subtropical storm
38.3,-64.7,55,996,subtropical storm
39.1,-64.9,60,994,subtropical storm
39.6,-65.9,65,992,hurricane
38.9,-66.7,70,990,hurricane
38.2,-66,70,989,hurricane
38,-64.7,70,990,hurricane
38,-63.1,65,991,hurricane
37.9,-61.7,60,994,tropical storm
37.9,-60.2,55,998,tropical storm
37.9,-58.2,45,1000,tropical storm
38,-55,35,1001,tropical storm
38.1,-51.3,35,1002,tropical storm
38.2,-47,35,1004,tropical storm
38.5,-42.2,35,1005,tropical storm
15.6,-38,30,1010,tropical depression
15.9,-39.4,30,1010,tropical depression
16.3,-40.8,30,1010,tropical depression
16.8,-42.1,30,1010,tropical depression
17.3,-43.7,30,1010,tropical depression
17.5,-45.7,30,1010,tropical depression
17.7,-48.1,30,1010,tropical depression
17.8,-50.3,30,1010,tropical depression
17.9,-52.4,30,1010,tropical depression
18,-54.5,30,1010,tropical depression
18.6,-56.9,30,1010,tropical depression
19.7,-59,25,1011,tropical depression
21,-61,20,1012,tropical depression
22.1,-62.3,20,1012,disturbance
23.4,-63.6,20,1013,disturbance
24.8,-64.8,20,1013,disturbance
26.1,-65.8,20,1014,disturbance
27.5,-67,20,1014,disturbance
28.5,-68.6,25,1014,subtropical depression
29,-69.4,30,1013,subtropical depression
29.7,-70,30,1013,subtropical depression
30.6,-70,30,1010,subtropical depression
31.7,-69.6,30,1008,subtropical depression
32.9,-69.1,30,1007,subtropical depression
34.4,-67.9,40,1004,tropical storm
35.9,-65.9,45,1002,tropical storm
37.3,-63.7,50,1000,tropical storm
38.6,-61.5,55,997,tropical storm
40.2,-59,70,993,hurricane
42.9,-55.1,70,993,hurricane
45.6,-51.1,70,993,hurricane
48,-46.9,65,993,hurricane
17.7,-24,25,1008,tropical depression
17.4,-25.3,30,1006,tropical depression
17.8,-26.7,35,1003,tropical storm
18.2,-28,40,1000,tropical storm
18.8,-29.5,40,999,tropical storm
19.2,-31,40,999,tropical storm
19.7,-32,40,999,tropical storm
20.3,-33.8,40,999,tropical storm
21,-35.5,45,998,tropical storm
21.5,-36.5,45,997,tropical storm
22.2,-37.8,45,996,tropical storm
23.2,-38.8,45,996,tropical storm
25,-39.7,45,995,tropical storm
27,-40.3,50,993,tropical storm
29,-41.2,60,992,tropical storm
30.4,-42.5,65,988,hurricane
32,-43.5,65,985,hurricane
33.3,-44.1,65,986,hurricane
34.7,-44.3,65,988,hurricane
36.3,-43.8,65,990,hurricane
38,-43.1,65,991,hurricane
40.5,-41.5,65,992,hurricane
43,-39,65,994,hurricane
45.2,-36,65,995,hurricane
28.3,-90.6,25,1010,tropical depression
28.3,-91.3,25,1010,tropical depression
28.4,-91.8,25,1009,tropical depression
28.8,-92.4,30,1008,tropical depression
29.4,-93.4,50,1004,tropical storm
29.4,-94.9,40,1004,tropical storm
29.3,-96.3,35,1008,tropical storm
29.1,-97,30,1008,tropical depression
29,-97.8,25,1008,tropical depression
29,-98.3,20,1010,tropical depression
29,-99,20,1010,tropical depression
29,-100,20,1010,tropical depression
12.5,-19,25,1010,tropical depression
12.5,-20,25,1009,tropical depression
12.6,-21,30,1008,tropical depression
12.7,-21.8,35,1005,tropical storm
12.8,-22.5,40,1002,tropical storm
12.9,-23.2,45,998,tropical storm
13,-24,55,994,tropical storm
13,-24.8,60,990,tropical storm
13,-25.6,65,986,hurricane
13,-26.8,70,978,hurricane
12.9,-28,80,970,hurricane
12.8,-29,90,965,hurricane
12.8,-29.8,100,960,hurricane
12.9,-30.5,100,958,hurricane
13,-31.3,100,960,hurricane
13.2,-32.1,90,965,hurricane
13.4,-32.9,90,966,hurricane
13.8,-33.5,90,967,hurricane
14.2,-34.1,85,968,hurricane
14.9,-34.6,80,970,hurricane
15.4,-34.9,85,968,hurricane
16,-35,90,965,hurricane
16.3,-35.3,90,967,hurricane
16.6,-35.9,85,968,hurricane
17,-36.1,80,970,hurricane
17.2,-36.9,80,970,hurricane
17.8,-37.8,80,970,hurricane
18.3,-38.5,80,970,hurricane
18.6,-39.6,80,970,hurricane
18.8,-40.6,85,968,hurricane
18.9,-42,90,965,hurricane
19.3,-43.4,90,965,hurricane
19.8,-44.7,90,965,hurricane
20.2,-45.9,90,965,hurricane
20.8,-46.9,90,965,hurricane
21.6,-48,90,965,hurricane
22.5,-48.8,90,965,hurricane
23.3,-49.6,90,965,hurricane
24.6,-50.2,90,965,hurricane
25.8,-50.8,90,965,hurricane
27.4,-50.8,90,965,hurricane
28.8,-50.6,90,965,hurricane
30.2,-50,90,965,hurricane
31.8,-49.2,90,965,hurricane
33,-48,90,965,hurricane
33.9,-47.2,85,968,hurricane
34.7,-46.4,80,970,hurricane
35.7,-45.9,80,970,hurricane
36.7,-45.8,80,970,hurricane
37.8,-45.8,80,970,hurricane
39,-46.2,80,970,hurricane
40,-46.5,80,972,hurricane
41.2,-46.4,75,974,hurricane
42.4,-45.8,70,978,hurricane
43.6,-44.9,65,986,hurricane
44.5,-43.2,65,986,hurricane
45.7,-41,65,988,hurricane
47,-39,60,990,tropical storm
49.4,-35.5,55,994,tropical storm
51.2,-32,50,998,tropical storm
54,-29,45,1000,extratropical
14.6,-77.2,25,1008,tropical depression
14.8,-78.7,25,1007,tropical depression
15,-80.2,30,1006,tropical depression
15.1,-81.6,35,1003,tropical storm
15.3,-83,40,1000,tropical storm
15.8,-84.2,45,998,tropical storm
16.5,-85.5,50,996,tropical storm
17.1,-86.7,55,995,tropical storm
17.8,-87.8,60,994,tropical storm
18.4,-88.9,55,994,tropical storm
18.8,-90.2,50,995,tropical storm
19.1,-91.3,45,995,tropical storm
19.3,-92.6,50,995,tropical storm
19.3,-93.2,55,994,tropical storm
19.2,-93.8,60,993,tropical storm
18.8,-94.4,60,993,tropical storm
18.5,-94.8,55,994,tropical storm
18.1,-95.1,50,997,tropical storm
17.7,-95.5,45,1000,tropical storm
17.3,-95.8,40,1003,tropical storm
17,-96,35,1005,tropical storm
17,-96,30,1007,tropical depression
17,-96,25,1008,tropical depression
33.6,-20,25,1010,extratropical
33.7,-20.7,25,1010,extratropical
33.8,-21.5,25,1010,extratropical
34.1,-22.2,25,1010,extratropical
34.5,-22.8,25,1010,extratropical
35,-23.3,25,1009,extratropical
35.7,-23.7,25,1009,extratropical
36.5,-23.8,25,1009,extratropical
37.2,-23.5,25,1009,extratropical
37.8,-23.1,25,1009,extratropical
38.7,-22.5,25,1008,extratropical
38.5,-21.4,25,1007,extratropical
37.7,-21.8,25,1006,extratropical
37,-22.7,25,1005,extratropical
36.5,-23.5,30,1000,tropical depression
35.6,-24.6,40,998,tropical storm
34.4,-25.7,50,996,tropical storm
33.4,-26.8,55,995,tropical storm
32.4,-28.3,60,994,tropical storm
31.3,-29.6,60,993,tropical storm
30.1,-30.5,65,992,hurricane
29.1,-31.1,75,985,hurricane
28.4,-31.3,85,976,hurricane
28.1,-31.1,90,970,hurricane
28,-30.7,90,970,hurricane
28.5,-30.6,90,970,hurricane
29.5,-31.7,90,970,hurricane
29.8,-32.7,90,970,hurricane
30,-34.4,90,970,hurricane
30.6,-36.2,90,970,hurricane
31.3,-37.4,90,970,hurricane
31.5,-39,90,970,hurricane
31.7,-40.5,90,970,hurricane
32.3,-41,90,971,hurricane
33.2,-41.1,90,973,hurricane
33.8,-41.2,90,975,hurricane
34.9,-40.7,90,977,hurricane
36.2,-40,90,978,hurricane
37.8,-39.1,90,978,hurricane
39.7,-37.9,80,980,hurricane
42,-36.1,75,985,hurricane
44.4,-34.1,70,988,hurricane
46.8,-31.5,65,990,hurricane
49.7,-27.5,65,990,hurricane
52.5,-24.5,60,990,extratropical
13.6,-82.6,20,1008,disturbance
14.7,-83,20,1006,disturbance
16,-83.4,20,1006,disturbance
17.3,-83.9,25,1006,disturbance
18.6,-84.3,30,1005,tropical depression
19.3,-84.6,30,1005,tropical depression
20,-84.8,30,1004,tropical depression
20.8,-85.1,40,1000,tropical storm
21.3,-85.2,45,999,tropical storm
21.6,-85.3,50,999,tropical storm
22,-85.4,50,999,tropical storm
22.5,-85.5,50,999,tropical storm
23.2,-85.7,50,999,tropical storm
23.7,-86.1,55,998,tropical storm
24.1,-86.5,60,997,tropical storm
24.1,-87,65,992,hurricane
24.1,-87.2,75,986,hurricane
24.1,-87.4,85,988,hurricane
23.9,-88.3,70,992,hurricane
23.8,-89,65,994,hurricane
23.8,-89.8,65,995,hurricane
24,-90.3,55,999,tropical storm
24.9,-91.6,55,997,tropical storm
25.6,-92.8,60,993,tropical storm
25.6,-94,60,994,tropical storm
25.5,-95,55,996,tropical storm
25.6,-95.2,50,998,tropical storm
25.8,-95.2,50,1002,tropical storm
26,-94.8,40,1002,tropical storm
26.2,-94.4,30,1004,tropical depression
26.3,-93.7,30,1004,tropical depression
26.2,-93.2,25,1005,tropical depression
25.9,-92.9,20,1006,tropical depression
25.4,-93,20,1007,tropical depression
25.2,-93.1,20,1007,tropical depression
36,-46,50,988,subtropical storm
36.8,-44.8,50,988,subtropical storm
37.2,-44.5,55,988,subtropical storm
37.7,-44.7,65,988,hurricane
37.4,-44.8,70,988,hurricane
37,-44.2,75,985,hurricane
36.8,-42.5,75,985,hurricane
37.1,-40.5,75,985,hurricane
37.8,-38.3,70,988,hurricane
38.9,-36.5,65,990,hurricane
40.4,-34.9,65,990,hurricane
42.3,-33.1,65,990,hurricane
45,-32,65,990,extratropical
18.4,-83.6,30,1006,tropical depression
18.4,-82.7,30,1006,tropical depression
18.6,-81.7,30,1005,tropical depression
19,-80.6,35,1003,tropical storm
19.6,-79.7,40,1000,tropical storm
20.3,-78.7,45,999,tropical storm
21.1,-77.4,30,1003,tropical depression
22.4,-76.4,30,1006,tropical depression
23,-74.5,50,1004,tropical storm
23.4,-72.8,30,1006,tropical depression
24,-71,25,1010,tropical depression
36,-65,35,1012,subtropical storm
36,-67,45,1007,subtropical storm
36,-69,55,1003,subtropical storm
36,-71,60,999,tropical storm
36,-72.5,60,996,tropical storm
36.2,-73.8,60,996,tropical storm
36.6,-74.7,50,1000,tropical storm
37.4,-76,30,1006,tropical depression
36.1,-67.8,30,1010,subtropical depression
36.7,-67.1,30,1008,subtropical depression
37.4,-66.2,30,1006,subtropical depression
38.3,-65.7,30,1003,tropical depression
38.7,-64.9,40,1003,tropical storm
39,-63.8,50,1002,tropical storm
39.4,-62.2,50,1002,tropical storm
40.4,-60.7,50,1003,tropical storm
41.3,-58.4,50,1004,tropical storm
42.2,-55.7,45,1005,tropical storm
43.3,-52.7,40,1006,tropical storm
44.1,-50.4,30,1008,extratropical
10.5,-25.7,30,1009,tropical depression
10.8,-28.1,30,1008,tropical depression
11,-29.6,30,1007,tropical depression
11.3,-31.3,35,1006,tropical storm
11.7,-33.1,35,1005,tropical storm
12,-35,35,1004,tropical storm
12.5,-36.7,40,1003,tropical storm
12.8,-38.7,40,1002,tropical storm
13.1,-40.8,40,1001,tropical storm
13.3,-43,40,1001,tropical storm
13.5,-45,40,1001,tropical storm
13.5,-47,40,1001,tropical storm
13.5,-49,40,1002,tropical storm
13.5,-51,40,1004,tropical storm
13.6,-52.9,35,1006,tropical storm
13.8,-54.9,30,1007,tropical depression
14,-56.5,30,1008,tropical depression
14.3,-58.3,30,1009,tropical depression
14.6,-60.1,30,1010,tropical depression
14.9,-61.9,25,1010,tropical depression
15.2,-63.8,25,1011,tropical depression
15.4,-65.7,25,1011,tropical depression
15.6,-67.6,25,1011,tropical depression
21.7,-80.8,30,1007,tropical depression
22.4,-81,35,1005,tropical storm
23,-81.2,35,1003,tropical storm
23.8,-81.4,35,1001,tropical storm
24.5,-81.3,35,1000,tropical storm
24.9,-81.3,35,998,tropical storm
25.2,-81.2,35,999,tropical storm
25.8,-81.2,35,999,tropical storm
26.2,-81.2,35,1001,tropical storm
26.5,-81.2,35,1003,tropical storm
26.8,-81.1,35,1004,tropical storm
27.2,-81,35,1005,tropical storm
27.6,-81,35,1005,tropical storm
28.7,-80.8,35,1004,tropical storm
29.7,-80.8,40,1003,tropical storm
